latitude,longitude,RSRP,RSRQ,SINR,ServingCell,azimuth,tx_power,height,band,earfcn,reference_signal_power,PCI,Mtilt,Etilt
-33.89071900000002,18.609265999999998,-90.97665839601031,-11.792019694752192,10.528832293581752,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.89051900000002,18.609265999999998,-91.80601556674642,-11.476013316547625,10.63749782219015,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.89031900000002,18.609265999999998,-84.77253791445916,-11.091426206215655,13.4573956292655,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.89011900000002,18.609265999999998,-84.36368461178762,-11.231719085161854,12.098252585469409,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.88991900000002,18.609265999999998,-84.70082253023676,-11.339549993618636,13.788916463572178,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.88971900000002,18.609265999999998,-85.21021040659191,-11.23408965280881,13.5357582383323,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.88951900000002,18.609265999999998,-84.04485430549192,-11.491296078132276,13.09243143901809,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.88931900000002,18.609265999999998,-83.9839975192774,-11.694643168660217,12.576847043415992,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.88911900000002,18.609265999999998,-83.95886404152989,-11.271606070524692,11.942807789688324,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.88891900000002,18.609265999999998,-83.99871862375058,-10.89373937803731,10.819494566884234,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.88871900000002,18.609265999999998,-84.38461918253947,-11.50539739709891,11.813250645649097,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.888519000000024,18.609265999999998,-85.00714125836043,-11.247761038799066,12.859818606555583,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.888319000000024,18.609265999999998,-86.38046049922524,-11.256801383953132,12.876554078419096,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.888119000000025,18.609265999999998,-89.01621137246823,-12.773686051364974,12.513233531262065,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.887919000000025,18.609265999999998,-87.21317022322539,-12.703968819610761,12.572992276389813,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.887719000000025,18.609265999999998,-87.7038663945629,-12.810966863095558,13.237284136595974,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.887519000000026,18.609265999999998,-87.82772977059487,-12.73299818835538,13.092174493909399,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.887319000000026,18.609265999999998,-88.67948424539958,-13.218763168005953,12.880337289772042,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.88711900000003,18.609265999999998,-90.98822062979885,-13.347202736264295,12.288239660022239,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.88691900000003,18.609265999999998,-89.51105387708849,-11.353828015663247,12.431078639644797,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.88671900000003,18.609265999999998,-88.7816528062996,-11.403668525719597,12.449404494347359,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.89551900000001,18.609465999999998,-86.9168581293526,-12.183482215735586,10.611424700315048,L09656A5,15,49.0,20.2,2600,40090.0,15.2,284,0.0,7.0
-33.89531900000001,18.609465999999998,-85.21916968221213,-11.586532664137591,11.33312769337379,L09656A5,15,49.0,20.2,2600,40090.0,15.2,284,0.0,7.0
-33.89511900000001,18.609465999999998,-86.32087375928609,-11.804918892054255,10.343876173082679,L09656A5,15,49.0,20.2,2600,40090.0,15.2,284,0.0,7.0
-33.89491900000001,18.609465999999998,-87.3644653963141,-12.064914545097075,9.626851323134188,L09656A5,15,49.0,20.2,2600,40090.0,15.2,284,0.0,7.0
-33.89471900000001,18.609465999999998,-87.41813680770962,-12.022999009380408,9.957364842235794,L09656A5,15,49.0,20.2,2600,40090.0,15.2,284,0.0,7.0
-33.89451900000001,18.609465999999998,-94.47173701867034,-12.642764032986166,10.219181384916578,L09656A5,15,49.0,20.2,2600,40090.0,15.2,284,0.0,7.0
-33.89431900000001,18.609465999999998,-87.25760879130327,-12.29915418183072,12.061988146559148,L09656A5,15,49.0,20.2,2600,40090.0,15.2,284,0.0,7.0
-33.89411900000001,18.609465999999998,-88.23837928901567,-12.950500425209173,10.557271669837924,L09656A5,15,49.0,20.2,2600,40090.0,15.2,284,0.0,7.0
-33.89391900000001,18.609465999999998,-86.6363962521414,-12.501159911570353,10.527002520585494,L12526A1,210,45.9,16.0,1800,1303.0,15.2,330,0.0,8.0
-33.89371900000001,18.609465999999998,-87.35373110996987,-12.444064987631604,11.562534892193813,L12526A1,210,45.9,16.0,1800,1303.0,15.2,330,0.0,8.0
-33.89351900000001,18.609465999999998,-88.16512404060603,-12.25175253304079,10.305171660188133,L12526A1,210,45.9,16.0,1800,1303.0,15.2,330,0.0,8.0
-33.89331900000001,18.609465999999998,-87.82215749491691,-12.282761140522036,10.301558060746707,L12526A1,210,45.9,16.0,1800,1303.0,15.2,330,0.0,8.0
-33.89311900000001,18.609465999999998,-87.37689472975859,-12.005862196252655,10.612885516098817,L12526A1,210,45.9,16.0,1800,1303.0,15.2,330,0.0,8.0
-33.89291900000001,18.609465999999998,-88.09678751473581,-11.815464795057103,8.854357723512505,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.892719000000014,18.609465999999998,-87.90870863049606,-11.89938188314881,9.054714560089957,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.892519000000014,18.609465999999998,-87.8260920102089,-12.071656562816218,10.213272904974257,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.892319000000015,18.609465999999998,-87.80537395231072,-12.285328946692236,11.017704840551184,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.892119000000015,18.609465999999998,-87.75929296543326,-12.21980444318795,10.896725062977927,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.891919000000016,18.609465999999998,-91.85696604827265,-12.281695437249176,10.729397155961378,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.891719000000016,18.609465999999998,-91.53323491740288,-12.351755940600677,11.235142920811375,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.89151900000002,18.609465999999998,-90.38508539156223,-12.53927344251012,10.994890289743175,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.89131900000002,18.609465999999998,-89.33048799121482,-12.533267227697458,10.959291512772417,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.89111900000002,18.609465999999998,-87.90629423340458,-12.03165812410493,10.50749769860492,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.89091900000002,18.609465999999998,-86.77898301052596,-11.722004972942448,11.393533265368811,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.89071900000002,18.609465999999998,-84.31543032440571,-11.343197172840272,11.812177328278192,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.89051900000002,18.609465999999998,-83.01180666192239,-11.45972317487149,11.697378448885823,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.89031900000002,18.609465999999998,-82.9015183836116,-11.169855681983536,12.696102396037674,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.89011900000002,18.609465999999998,-83.31129153718774,-11.097242828628142,11.928329891479526,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.88991900000002,18.609465999999998,-85.26391905561582,-11.339413087887069,11.94898857581152,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.88971900000002,18.609465999999998,-84.6557329603317,-11.404904159393785,14.333782245861723,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.88951900000002,18.609465999999998,-87.70714972834874,-12.773417936753095,9.330821772888127,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.88931900000002,18.609465999999998,-87.05134818723711,-12.995410136648461,9.659064084444159,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.88911900000002,18.609465999999998,-87.20763343920645,-13.238564278979947,9.553930389062339,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.88891900000002,18.609465999999998,-87.57293429884534,-13.070739209608272,9.798520063108361,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.88871900000002,18.609465999999998,-88.07191619444647,-12.533215982857579,9.720501164881858,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.888519000000024,18.609465999999998,-93.18804794793635,-13.098903837546311,9.83669959429443,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.888319000000024,18.609465999999998,-91.73569246403227,-13.013437523494757,9.585812671733727,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.888119000000025,18.609465999999998,-92.17373875978839,-12.05857211170555,10.030052152244696,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.887919000000025,18.609465999999998,-92.5087911509032,-12.293897231817315,9.92905318917723,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.887719000000025,18.609465999999998,-92.2974206382721,-12.545898577474864,9.473569180316192,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.887519000000026,18.609465999999998,-93.05083251281931,-12.482057722624862,9.230296862536987,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.887319000000026,18.609465999999998,-93.38148006700399,-12.623281594096795,9.426454330063756,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.88711900000003,18.609465999999998,-93.49244065705543,-12.536916765454515,9.501392353577664,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.88691900000003,18.609465999999998,-92.45565944217068,-12.25452140309855,9.128438166975148,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.88671900000003,18.609465999999998,-92.8655577208819,-12.274476500508653,9.33818550739185,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.88651900000003,18.609465999999998,-90.19166267030486,-12.05525352540932,10.506478281822963,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.89571900000001,18.609665999999997,-89.57385282617537,-13.16836560501852,10.708650993829679,L09656A5,15,49.0,20.2,2600,40090.0,15.2,284,0.0,7.0
-33.89551900000001,18.609665999999997,-89.5112194224515,-12.75408901822927,10.676214251991235,L09656A5,15,49.0,20.2,2600,40090.0,15.2,284,0.0,7.0
-33.89531900000001,18.609665999999997,-89.09472584241819,-12.585568025349492,9.376917116120323,L09656A5,15,49.0,20.2,2600,40090.0,15.2,284,0.0,7.0
-33.89511900000001,18.609665999999997,-90.06717383007981,-12.532396174203985,8.979567982315293,L09656A5,15,49.0,20.2,2600,40090.0,15.2,284,0.0,7.0
-33.89491900000001,18.609665999999997,-88.7053666138217,-12.255055017050292,10.092930959073811,L09656A5,15,49.0,20.2,2600,40090.0,15.2,284,0.0,7.0
-33.89471900000001,18.609665999999997,-88.02319781496335,-12.159312224510932,9.456313005342514,L09656A5,15,49.0,20.2,2600,40090.0,15.2,284,0.0,7.0
-33.89451900000001,18.609665999999997,-88.02319781496335,-12.382331142004922,9.503434606196384,L09656A5,15,49.0,20.2,2600,40090.0,15.2,284,0.0,7.0
-33.89431900000001,18.609665999999997,-88.08731897692793,-12.300957491792103,10.734006048769174,L09656A5,15,49.0,20.2,2600,40090.0,15.2,284,0.0,7.0
-33.89411900000001,18.609665999999997,-87.48858149119498,-13.009305317291888,10.486008394266738,L09656A5,15,49.0,20.2,2600,40090.0,15.2,284,0.0,7.0
-33.89391900000001,18.609665999999997,-86.979998163998,-12.93553483773623,10.486008394266738,L12526A1,210,45.9,16.0,1800,1303.0,15.2,330,0.0,8.0
-33.89371900000001,18.609665999999997,-87.004474295839,-12.211688939619966,10.690719843916785,L12526A1,210,45.9,16.0,1800,1303.0,15.2,330,0.0,8.0
-33.89351900000001,18.609665999999997,-87.1584661506279,-12.115186899642925,9.547404487984432,L12526A1,210,45.9,16.0,1800,1303.0,15.2,330,0.0,8.0
-33.89331900000001,18.609665999999997,-87.48444604733359,-12.19355377502468,9.924233986746708,L12526A1,210,45.9,16.0,1800,1303.0,15.2,330,0.0,8.0
-33.89311900000001,18.609665999999997,-87.48444604733359,-11.938792399750627,10.522780882047488,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.89291900000001,18.609665999999997,-89.69827459736577,-12.35323797925464,9.847575026776394,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.892719000000014,18.609665999999997,-88.6929381956399,-12.312826239575253,9.359354874017477,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.892519000000014,18.609665999999997,-87.74543883419769,-12.436042764953031,9.44068641961622,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.892319000000015,18.609665999999997,-89.00629249173043,-12.423397698278245,10.314514886034063,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.892119000000015,18.609665999999997,-89.13957258129524,-12.82914228717347,10.759642790216727,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.891919000000016,18.609665999999997,-91.1730917899872,-12.585926937002677,10.534367131501165,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.891719000000016,18.609665999999997,-94.169458835597,-13.117179812626729,10.112944323670543,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.89151900000002,18.609665999999997,-94.70547154054823,-12.762555099973982,9.821193086736942,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.89131900000002,18.609665999999997,-93.48663882869137,-12.608662431763133,9.54527587236095,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.89111900000002,18.609665999999997,-94.2862679855761,-12.675298220326782,9.969667070831727,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.89091900000002,18.609665999999997,-92.91409996015321,-12.472319151503237,10.647651020027988,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.89071900000002,18.609665999999997,-92.91409996015321,-12.30009802882962,9.736701281840068,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.89051900000002,18.609665999999997,-93.28715839035321,-12.476006919364277,9.5985331508738,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.89031900000002,18.609665999999997,-91.38072477507481,-12.464537144508279,9.249655174624788,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.89011900000002,18.609665999999997,-92.86986612136943,-12.772031648359606,9.48325480073181,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.88991900000002,18.609665999999997,-92.77594686739816,-12.779516984677706,9.346156774327541,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.88971900000002,18.609665999999997,-88.37279750661,-12.660586208682322,9.60999498644527,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.88951900000002,18.609665999999997,-85.48370649198434,-10.986610484917088,7.76188440193218,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.88931900000002,18.609665999999997,-86.66039137955632,-11.049196787176985,7.675667830469083,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.88911900000002,18.609665999999997,-85.22605859385918,-11.052305291890326,9.253491701933577,L03369A1,0,50.0,17.0,1800,1303.0,18.0,314,1.2,4.0
-33.88891900000002,18.609665999999997,-85.59196343485718,-10.87963145005632,9.217616100898747,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.88871900000002,18.609665999999997,-85.04715303802563,-10.876561791474371,8.1801506656809,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.888519000000024,18.609665999999997,-85.65061966919396,-11.335439397027129,8.150579618154403,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.888319000000024,18.609665999999997,-84.72790785930286,-11.427588725969205,10.047196240821071,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.888119000000025,18.609665999999997,-85.38823816588435,-11.315920389730936,8.79856276135081,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.887919000000025,18.609665999999997,-84.46445225191836,-10.61786202494132,9.85670142836639,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.887719000000025,18.609665999999997,-85.30347807685024,-11.413082080618329,9.635051966843918,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.887519000000026,18.609665999999997,-83.35736795382431,-11.413082080618329,9.5885119890094,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.887319000000026,18.609665999999997,-83.79266632789806,-11.436041603621662,9.670781337469801,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.88711900000003,18.609665999999997,-85.79546846457878,-11.274249524308999,12.986223236609646,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.88691900000003,18.609665999999997,-86.4826170650883,-11.52835721166848,12.839483111863906,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.88671900000003,18.609665999999997,-86.01233625524385,-11.601287265675301,12.84519082747827,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.88651900000003,18.609665999999997,-85.86572037096047,-11.313711739730046,12.987187259491076,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.88631900000003,18.609665999999997,-84.89447309183521,-11.175218058213547,12.450512395375712,L13341A1,320,52.4,12.0,1800,1303.0,18.7,9,0.0,0.0
-33.89571900000001,18.609865999999997,-88.00927767109702,-11.783622013159894,10.18423413405876,L09656A5,15,49.0,20.2,2600,40090.0,15.2,284,0.0,7.0
-33.89551900000001,18.609865999999997,-86.88900660697746,-11.868301184569013,11.48816179503276,L09656A5,15,49.0,20.2,2600,40090.0,15.2,284,0.0,7.0
-33.89531900000001,18.609865999999997,-87.83380721108715,-11.7202364842528,9.996507768157805,L09656A5,15,49.0,20.2,2600,40090.0,15.2,284,0.0,7.0
-33.89511900000001,18.609865999999997,-89.14237898703725,-11.90576051161869,9.563035304856509,L09656A5,15,49.0,20.2,2600,40090.0,15.2,284,0.0,7.0
-33.89491900000001,18.609865999999997,-90.19091537181575,-11.827164964016253,10.00174193247514,L09656A5,15,49.0,20.2,2600,40090.0,15.2,284,0.0,7.0
-33.89471900000001,18.609865999999997,-95.6763620213805,-13.442793539293337,9.136454368042681,L09656A5,15,49.0,20.2,2600,40090.0,15.2,284,0.0,7.0
-33.89451900000001,18.609865999999997,-93.64636096894355,-13.295220950396534,9.121770492979264,L09656A5,15,49.0,20.2,2600,40090.0,15.2,284,0.0,7.0
