Timestamp,Latitude,Longitude,Battery Level,Network Type,Download Speed (KB/s),Upload Speed (KB/s),Total Rx (KB),Total Tx (KB), HotSpot, Running Apps, MOS, Jitter, Latency, Packet Loss,Call State, CI, PCI, RSRP, RSRQ, SINR, DL THPT, UL THPT, EARFCN, VOLTE CALL, BAND, CQI, BLER, Alpha Long, Alpha Short, No of Cells,CellInfo_1,CellInfo_2,CellInfo_3,CellInfo_4,CellInfo_5,CellInfo_6,CellInfo_7,CellInfo_8,CellInfo_9
﻿2025-07-18 21:33:03.665,28.696803,77.117068,77,LTE (4G),0.97,0.38,589971,49948,,,4.11,11.98,22.8,0,Offhook,1200420,295,-113,-15,0,30.0,12.0,1251,0,3,6,Medium,JIO 4G,JIO 4G,9,CellInfoLte:{mRegistered=YES mTimeStamp=43070125461819ns mCellConnectionStatus=0 CellIdentityLte:{ mCi=1****20 mPci=295 mTac=*4 mEarfcn=1251 mBands=[] mBandwidth=2147483647 mMcc=405 mMnc=872 mAlphaLong=JIO 4G mAlphaShort=JIO 4G mAdditionalPlmns={} mCsgInfo=null} CellSignalStrengthLte: rssi=-99 rsrp=-113 rsrq=-15 rssnr=0 cqiTableIndex=2147483647 cqi=6 ta=0 level=1 parametersUseForLevel=0 android.telephony.CellConfigLte :{ isEndcAvailable = false }},CellInfoLte:{mRegistered=NO mTimeStamp=43070125461819ns mCellConnectionStatus=0 CellIdentityLte:{ mCi=0 mPci=276 mTac=6***5 mEarfcn=2463 mBands=[] mBandwidth=2147483647 mMcc=null mMnc=null mAlphaLong= mAlphaShort= mAdditionalPlmns={} mCsgInfo=null} CellSignalStrengthLte: rssi=-97 rsrp=-111 rsrq=-15 rssnr=0 cqiTableIndex=2147483647 cqi=0 ta=0 level=1 parametersUseForLevel=0 android.telephony.CellConfigLte :{ isEndcAvailable = false }},CellInfoLte:{mRegistered=NO mTimeStamp=43070125461819ns mCellConnectionStatus=0 CellIdentityLte:{ mCi=0 mPci=421 mTac=6***5 mEarfcn=1251 mBands=[] mBandwidth=2147483647 mMcc=null mMnc=null mAlphaLong= mAlphaShort= mAdditionalPlmns={} mCsgInfo=null} CellSignalStrengthLte: rssi=-99 rsrp=-115 rsrq=-16 rssnr=0 cqiTableIndex=2147483647 cqi=0 ta=0 level=1 parametersUseForLevel=0 android.telephony.CellConfigLte :{ isEndcAvailable = false }},CellInfoLte:{mRegistered=NO mTimeStamp=43070125461819ns mCellConnectionStatus=0 CellIdentityLte:{ mCi=0 mPci=503 mTac=6***5 mEarfcn=38948 mBands=[] mBandwidth=2147483647 mMcc=null mMnc=null mAlphaLong= mAlphaShort= mAdditionalPlmns={} mCsgInfo=null} CellSignalStrengthLte: rssi=-103 rsrp=-116 rsrq=-11 rssnr=0 cqiTableIndex=2147483647 cqi=0 ta=0 level=0 parametersUseForLevel=0 android.telephony.CellConfigLte :{ isEndcAvailable = false }},CellInfoLte:{mRegistered=NO mTimeStamp=43070125461819ns mCellConnectionStatus=0 CellIdentityLte:{ mCi=0 mPci=66 mTac=6***5 mEarfcn=1251 mBands=[] mBandwidth=2147483647 mMcc=null mMnc=null mAlphaLong= mAlphaShort= mAdditionalPlmns={} mCsgInfo=null} CellSignalStrengthLte: rssi=-99 rsrp=-117 rsrq=-19 rssnr=0 cqiTableIndex=2147483647 cqi=0 ta=0 level=0 parametersUseForLevel=0 android.telephony.CellConfigLte :{ isEndcAvailable = false }},CellInfoLte:{mRegistered=NO mTimeStamp=43070125461819ns mCellConnectionStatus=0 CellIdentityLte:{ mCi=0 mPci=229 mTac=6***5 mEarfcn=38750 mBands=[] mBandwidth=2147483647 mMcc=null mMnc=null mAlphaLong= mAlphaShort= mAdditionalPlmns={} mCsgInfo=null} CellSignalStrengthLte: rssi=-105 rsrp=-117 rsrq=-10 rssnr=0 cqiTableIndex=2147483647 cqi=0 ta=0 level=0 parametersUseForLevel=0 android.telephony.CellConfigLte :{ isEndcAvailable = false }},CellInfoLte:{mRegistered=NO mTimeStamp=43070125461819ns mCellConnectionStatus=0 CellIdentityLte:{ mCi=0 mPci=284 mTac=6***5 mEarfcn=1251 mBands=[] mBandwidth=2147483647 mMcc=null mMnc=null mAlphaLong= mAlphaShort= mAdditionalPlmns={} mCsgInfo=null} CellSignalStrengthLte: rssi=-99 rsrp=-118 rsrq=-19 rssnr=0 cqiTableIndex=2147483647 cqi=0 ta=0 level=0 parametersUseForLevel=0 android.telephony.CellConfigLte :{ isEndcAvailable = false }},CellInfoLte:{mRegistered=NO mTimeStamp=43070125461819ns mCellConnectionStatus=0 CellIdentityLte:{ mCi=0 mPci=328 mTac=6***5 mEarfcn=38948 mBands=[] mBandwidth=2147483647 mMcc=null mMnc=null mAlphaLong= mAlphaShort= mAdditionalPlmns={} mCsgInfo=null} CellSignalStrengthLte: rssi=-107 rsrp=-122 rsrq=-15 rssnr=0 cqiTableIndex=2147483647 cqi=0 ta=0 level=0 parametersUseForLevel=0 android.telephony.CellConfigLte :{ isEndcAvailable = false }},CellInfoLte:{mRegistered=NO mTimeStamp=43070125461819ns mCellConnectionStatus=0 CellIdentityLte:{ mCi=0 mPci=120 mTac=6***5 mEarfcn=38750 mBands=[] mBandwidth=2147483647 mMcc=null mMnc=null mAlphaLong= mAlphaShort= mAdditionalPlmns={} mCsgInfo=null} CellSignalStrengthLte: rssi=-107 rsrp=-124 rsrq=-16 rssnr=0 cqiTableIndex=2147483647 cqi=0 ta=0 level=0 parametersUseForLevel=0 android.telephony.CellConfigLte :{ isEndcAvailable = false }}
